# iteration,cost
0.000000000000000000e+00,8.139460037188991914e-02
1.000000000000000000e+00,8.022564993026769231e-02
2.000000000000000000e+00,8.020961878531011890e-02
3.000000000000000000e+00,7.989871579098492549e-02
4.000000000000000000e+00,7.786321588899246249e-02
5.000000000000000000e+00,7.720419772294837002e-02
6.000000000000000000e+00,7.719508053766163669e-02
7.000000000000000000e+00,7.682175089657138078e-02
8.000000000000000000e+00,7.641752738610442519e-02
9.000000000000000000e+00,7.641152718531306343e-02
1.000000000000000000e+01,7.640156694395669468e-02
1.100000000000000000e+01,7.639518186715242576e-02
1.200000000000000000e+01,7.551369815863338830e-02
1.300000000000000000e+01,7.409852727103170833e-02
1.400000000000000000e+01,7.409132703008207421e-02
1.500000000000000000e+01,7.408755566540921322e-02
1.600000000000000000e+01,7.407513725968317697e-02
1.700000000000000000e+01,7.407153713920835991e-02
1.800000000000000000e+01,7.399788287298754430e-02
1.900000000000000000e+01,7.398367102809506879e-02
2.000000000000000000e+01,7.398247092793795721e-02
2.100000000000000000e+01,7.397887080746315402e-02
2.200000000000000000e+01,7.397887080746315402e-02
2.300000000000000000e+01,7.397443235015557783e-02
2.400000000000000000e+01,7.395823601038539752e-02
2.500000000000000000e+01,7.395024402188356272e-02
2.600000000000000000e+01,7.394038072839417830e-02
2.700000000000000000e+01,7.393918772567302511e-02
2.800000000000000000e+01,7.393918772567302511e-02
2.900000000000000000e+01,7.382243962000696602e-02
3.000000000000000000e+01,7.377313383616874998e-02
3.100000000000000000e+01,7.376831961814865612e-02
3.200000000000000000e+01,7.376831953036361300e-02
3.300000000000000000e+01,7.376471940988878206e-02
3.400000000000000000e+01,7.375511908862261712e-02
3.500000000000000000e+01,7.374904829718180455e-02
3.600000000000000000e+01,7.374903312556135848e-02
3.700000000000000000e+01,7.374690981080607444e-02
3.800000000000000000e+01,7.351492529702026435e-02
3.900000000000000000e+01,7.310827161246699624e-02
4.000000000000000000e+01,7.310359136598336416e-02
4.100000000000000000e+01,7.310081516943077451e-02
4.200000000000000000e+01,7.310081516943077451e-02
4.300000000000000000e+01,7.294777642809231744e-02
4.400000000000000000e+01,7.294181267848784400e-02
4.500000000000000000e+01,7.293941259817131317e-02
4.600000000000000000e+01,7.293581247769649611e-02
4.700000000000000000e+01,7.293581247769649611e-02
4.800000000000000000e+01,7.292621215643033117e-02
4.900000000000000000e+01,7.290281608272254632e-02
5.000000000000000000e+01,7.290281608272254632e-02
5.100000000000000000e+01,7.290281608272254632e-02
5.200000000000000000e+01,7.201279506072884307e-02
5.300000000000000000e+01,7.201249509762598644e-02
5.400000000000000000e+01,7.201249509762598644e-02
5.500000000000000000e+01,7.201249509762598644e-02
5.600000000000000000e+01,7.201129505746772796e-02
5.700000000000000000e+01,7.200632437089111992e-02
5.800000000000000000e+01,7.200564934830208652e-02
5.900000000000000000e+01,7.200564934830208652e-02
6.000000000000000000e+01,7.200324926798554181e-02
6.100000000000000000e+01,7.200324926798554181e-02
6.200000000000000000e+01,7.199604902703592157e-02
6.300000000000000000e+01,7.199248371152401627e-02
6.400000000000000000e+01,7.198768355089092685e-02
6.500000000000000000e+01,7.198529089692083660e-02
6.600000000000000000e+01,7.198252866280921425e-02
6.700000000000000000e+01,7.198252866280921425e-02
6.800000000000000000e+01,7.198252866280921425e-02
6.900000000000000000e+01,7.197375336915186328e-02
7.000000000000000000e+01,7.197375336915186328e-02
7.100000000000000000e+01,7.197375336915186328e-02
7.200000000000000000e+01,7.197135328883530470e-02
7.300000000000000000e+01,7.197135328883530470e-02
7.400000000000000000e+01,7.197128203107133748e-02
7.500000000000000000e+01,7.197128203107133748e-02
7.600000000000000000e+01,7.196528040300836926e-02
7.700000000000000000e+01,7.196378714141216104e-02
7.800000000000000000e+01,7.196287928282459057e-02
7.900000000000000000e+01,7.196047920250805974e-02
8.000000000000000000e+01,7.195927916234977351e-02
8.100000000000000000e+01,7.195687908203324268e-02
8.200000000000000000e+01,7.195687908203324268e-02
8.300000000000000000e+01,7.195685697720699547e-02
8.400000000000000000e+01,7.195553600332597888e-02
8.500000000000000000e+01,7.195553600332597888e-02
8.600000000000000000e+01,7.195073584269287559e-02
8.700000000000000000e+01,7.195073584269287559e-02
8.800000000000000000e+01,7.195073584269287559e-02
8.900000000000000000e+01,7.194833576237633088e-02
9.000000000000000000e+01,7.194833576237633088e-02
9.100000000000000000e+01,7.194833576237633088e-02
9.200000000000000000e+01,7.194513596857100846e-02
9.300000000000000000e+01,7.194513596857100846e-02
9.400000000000000000e+01,7.194513596857100846e-02
