# iteration,cost
0.000000000000000000e+00,1.180948794512332450e-01
1.000000000000000000e+00,1.168182969001367588e-01
2.000000000000000000e+00,1.131946101529777843e-01
3.000000000000000000e+00,1.131916511864967806e-01
4.000000000000000000e+00,1.120836642376868836e-01
5.000000000000000000e+00,1.120740223891642379e-01
6.000000000000000000e+00,1.120624740611362302e-01
7.000000000000000000e+00,1.120622846227489061e-01
8.000000000000000000e+00,1.101600293526096980e-01
9.000000000000000000e+00,1.101573096263828433e-01
1.000000000000000000e+01,1.101563297278880249e-01
1.100000000000000000e+01,1.101419291390937083e-01
1.200000000000000000e+01,1.101407265859971341e-01
1.300000000000000000e+01,1.101407265859971341e-01
1.400000000000000000e+01,1.101402423888122734e-01
1.500000000000000000e+01,1.101378423084957425e-01
1.600000000000000000e+01,1.098505505035111962e-01
1.700000000000000000e+01,1.098502101833298134e-01
1.800000000000000000e+01,1.096006847092141911e-01
1.900000000000000000e+01,1.093695168891083286e-01
2.000000000000000000e+01,1.093623166481587222e-01
2.100000000000000000e+01,1.093597066924471700e-01
2.200000000000000000e+01,1.093527563778885769e-01
2.300000000000000000e+01,1.093503562975720322e-01
2.400000000000000000e+01,1.093503562975720322e-01
2.500000000000000000e+01,1.093491562574137738e-01
2.600000000000000000e+01,1.093491562574137738e-01
2.700000000000000000e+01,1.093491562574137738e-01
2.800000000000000000e+01,1.093408457439922904e-01
2.900000000000000000e+01,1.093384455251360937e-01
3.000000000000000000e+01,1.092012020680266510e-01
3.100000000000000000e+01,1.091046419313073806e-01
3.200000000000000000e+01,1.091046419313073806e-01
3.300000000000000000e+01,1.091022418509908359e-01
3.400000000000000000e+01,1.090956880793403083e-01
3.500000000000000000e+01,1.087649355277051505e-01
3.600000000000000000e+01,1.087649355277051505e-01
3.700000000000000000e+01,1.087649355277051505e-01
3.800000000000000000e+01,1.087585346944741349e-01
3.900000000000000000e+01,1.087585346944741349e-01
4.000000000000000000e+01,1.087537345348193324e-01
4.100000000000000000e+01,1.087537345348193324e-01
4.200000000000000000e+01,1.087465342689940551e-01
4.300000000000000000e+01,1.087465342689940551e-01
4.400000000000000000e+01,1.087465244822839738e-01
4.500000000000000000e+01,1.087465244822839738e-01
4.600000000000000000e+01,1.087385084711560979e-01
4.700000000000000000e+01,1.087373084309978255e-01
4.800000000000000000e+01,1.087373073026225295e-01
4.900000000000000000e+01,1.087349383143159792e-01
5.000000000000000000e+01,1.087349383143159792e-01
5.100000000000000000e+01,1.087349383143159792e-01
5.200000000000000000e+01,1.087349383143159792e-01
5.300000000000000000e+01,1.087349383143159792e-01
5.400000000000000000e+01,1.087349134013397695e-01
5.500000000000000000e+01,1.087344266903988166e-01
5.600000000000000000e+01,1.087343891891438680e-01
5.700000000000000000e+01,1.087319891088273233e-01
5.800000000000000000e+01,1.087318503102708001e-01
5.900000000000000000e+01,1.087318500254935705e-01
6.000000000000000000e+01,1.087318500254935705e-01
6.100000000000000000e+01,1.087306499585592168e-01
6.200000000000000000e+01,1.087266656604225223e-01
6.300000000000000000e+01,1.087266656604225223e-01
6.400000000000000000e+01,1.087242655801059776e-01
6.500000000000000000e+01,1.087193384053966316e-01
6.600000000000000000e+01,1.087121493109773490e-01
6.700000000000000000e+01,1.087121493109773490e-01
6.800000000000000000e+01,1.087121493109773490e-01
6.900000000000000000e+01,1.087119274241277189e-01
7.000000000000000000e+01,1.087119274241277189e-01
7.100000000000000000e+01,1.087107273839694466e-01
7.200000000000000000e+01,1.087083273036529019e-01
7.300000000000000000e+01,1.087083273036529019e-01
7.400000000000000000e+01,1.087083273036529019e-01
7.500000000000000000e+01,1.087083273036529019e-01
