# iteration,cost
0.000000000000000000e+00,7.854278318371912815e-02
1.000000000000000000e+00,7.853318152325802770e-02
2.000000000000000000e+00,7.852819385635020910e-02
3.000000000000000000e+00,7.778684660717560817e-02
4.000000000000000000e+00,7.778204644654251876e-02
5.000000000000000000e+00,7.711403714512939100e-02
6.000000000000000000e+00,7.583178456964859149e-02
7.000000000000000000e+00,7.582218404076443430e-02
8.000000000000000000e+00,7.570835080433473141e-02
9.000000000000000000e+00,7.570834800879501503e-02
1.000000000000000000e+01,7.570834800879501503e-02
1.100000000000000000e+01,7.553967400998475024e-02
1.200000000000000000e+01,7.553607388950964174e-02
1.300000000000000000e+01,7.470205976895362421e-02
1.400000000000000000e+01,7.406074112946454957e-02
1.500000000000000000e+01,7.405749243731078735e-02
1.600000000000000000e+01,7.405442771568292171e-02
1.700000000000000000e+01,7.405202774226152251e-02
1.800000000000000000e+01,7.404716626240837041e-02
1.900000000000000000e+01,7.315115933924316860e-02
2.000000000000000000e+01,7.314443433061193489e-02
2.100000000000000000e+01,7.314194797433783146e-02
2.200000000000000000e+01,7.312994757275512181e-02
2.300000000000000000e+01,7.311741177232547462e-02
2.400000000000000000e+01,7.311741177232547462e-02
2.500000000000000000e+01,7.311621173216720226e-02
2.600000000000000000e+01,7.311350911725823798e-02
2.700000000000000000e+01,7.311319001650259941e-02
2.800000000000000000e+01,7.310960917409911608e-02
2.900000000000000000e+01,7.310480901346604055e-02
3.000000000000000000e+01,7.310240893314949584e-02
3.100000000000000000e+01,7.310240893314949584e-02
3.200000000000000000e+01,7.310000584632847520e-02
3.300000000000000000e+01,7.310000584632847520e-02
3.400000000000000000e+01,7.309520568569538579e-02
3.500000000000000000e+01,7.309265164580484864e-02
3.600000000000000000e+01,7.309169386557433368e-02
3.700000000000000000e+01,7.307935769104330348e-02
3.800000000000000000e+01,7.307695761072675877e-02
3.900000000000000000e+01,7.307217923884568034e-02
4.000000000000000000e+01,7.307217923884568034e-02
4.100000000000000000e+01,7.251493202432274243e-02
4.200000000000000000e+01,7.251493202432274243e-02
4.300000000000000000e+01,7.251253194400619773e-02
4.400000000000000000e+01,7.251253194400619773e-02
4.500000000000000000e+01,7.251253194400619773e-02
4.600000000000000000e+01,7.250773178337310831e-02
4.700000000000000000e+01,7.250165988236956238e-02
4.800000000000000000e+01,7.249445742785702584e-02
4.900000000000000000e+01,7.249445742785702584e-02
5.000000000000000000e+01,7.249445742785702584e-02
5.100000000000000000e+01,7.249445742785702584e-02
5.200000000000000000e+01,7.249445742785702584e-02
5.300000000000000000e+01,7.249205734754046726e-02
5.400000000000000000e+01,7.249205734754046726e-02
5.500000000000000000e+01,7.248725987214087174e-02
5.600000000000000000e+01,7.248725987214087174e-02
5.700000000000000000e+01,7.248725987214087174e-02
5.800000000000000000e+01,7.248485979182432704e-02
5.900000000000000000e+01,7.248005952429641130e-02
6.000000000000000000e+01,7.248005952429641130e-02
6.100000000000000000e+01,7.248005952429641130e-02
6.200000000000000000e+01,7.248005952429641130e-02
6.300000000000000000e+01,7.248005952429641130e-02
6.400000000000000000e+01,7.247650476548100906e-02
6.500000000000000000e+01,7.247530472532273671e-02
6.600000000000000000e+01,7.247111626675022122e-02
6.700000000000000000e+01,7.247111626675022122e-02
6.800000000000000000e+01,7.207606705029856453e-02
6.900000000000000000e+01,7.207606705029856453e-02
7.000000000000000000e+01,7.192785280465259501e-02
7.100000000000000000e+01,7.192300223362099731e-02
7.200000000000000000e+01,7.192300223362099731e-02
7.300000000000000000e+01,7.192180219346272496e-02
7.400000000000000000e+01,7.191700203282962167e-02
7.500000000000000000e+01,7.191586840726353624e-02
7.600000000000000000e+01,7.191345087467641839e-02
7.700000000000000000e+01,7.191220683557109083e-02
7.800000000000000000e+01,7.190980675525454613e-02
7.900000000000000000e+01,7.190500659462147059e-02
8.000000000000000000e+01,7.190500659462147059e-02
8.100000000000000000e+01,7.190500659462147059e-02
8.200000000000000000e+01,7.190500659462147059e-02
8.300000000000000000e+01,7.148293033306282740e-02
8.400000000000000000e+01,7.148173029290456892e-02
8.500000000000000000e+01,7.147933021258801034e-02
8.600000000000000000e+01,7.147693013227147951e-02
8.700000000000000000e+01,7.147451614743893789e-02
8.800000000000000000e+01,7.147451614743893789e-02
8.900000000000000000e+01,7.147211606712239318e-02
9.000000000000000000e+01,7.147211606712239318e-02
9.100000000000000000e+01,7.147211606712239318e-02
9.200000000000000000e+01,7.147211606712239318e-02
9.300000000000000000e+01,7.147211606712239318e-02
9.400000000000000000e+01,7.146971598680584847e-02
9.500000000000000000e+01,7.146968181511884066e-02
9.600000000000000000e+01,7.146968181511884066e-02
9.700000000000000000e+01,7.146608169464403748e-02
9.800000000000000000e+01,7.146608169464403748e-02
9.900000000000000000e+01,7.146608169464403748e-02
1.000000000000000000e+02,7.141458269273633086e-02
1.010000000000000000e+02,7.141098257226151380e-02
1.020000000000000000e+02,7.141055525383396829e-02
1.030000000000000000e+02,7.141055525383396829e-02
1.040000000000000000e+02,7.140815517351742359e-02
1.050000000000000000e+02,7.140751765218333880e-02
1.060000000000000000e+02,7.140751765218333880e-02
1.070000000000000000e+02,7.140425330465685616e-02
1.080000000000000000e+02,7.140425330465685616e-02
1.090000000000000000e+02,7.140425330465685616e-02
1.100000000000000000e+02,7.140425330465685616e-02
1.110000000000000000e+02,7.140425330465685616e-02
1.120000000000000000e+02,7.140425330465685616e-02
1.130000000000000000e+02,7.140425330465685616e-02
1.140000000000000000e+02,7.140392692715763490e-02
1.150000000000000000e+02,7.140392692715763490e-02
1.160000000000000000e+02,7.140392692715763490e-02
1.170000000000000000e+02,7.140291439327409173e-02
1.180000000000000000e+02,7.140291439327409173e-02
1.190000000000000000e+02,7.140291439327409173e-02
1.200000000000000000e+02,7.140051431295754703e-02
1.210000000000000000e+02,7.140051431295754703e-02
1.220000000000000000e+02,7.140051431295754703e-02
1.230000000000000000e+02,7.139811423264100232e-02
1.240000000000000000e+02,7.139811423264100232e-02
1.250000000000000000e+02,7.139811423264100232e-02
1.260000000000000000e+02,7.139811423264100232e-02
1.270000000000000000e+02,7.139691419248272997e-02
1.280000000000000000e+02,7.139691272865121563e-02
1.290000000000000000e+02,7.139676537428474301e-02
1.300000000000000000e+02,7.139676537428474301e-02
1.310000000000000000e+02,7.139459590748062356e-02
1.320000000000000000e+02,7.139459590748062356e-02
1.330000000000000000e+02,7.139459590748062356e-02
1.340000000000000000e+02,7.139339586732235121e-02
