# iteration,cost
8.400000000000000000e+01,7.198558776870792042e-02
8.500000000000000000e+01,7.198558776870792042e-02
8.600000000000000000e+01,7.198558776870792042e-02
8.700000000000000000e+01,7.198558776870792042e-02
8.800000000000000000e+01,7.198558776870792042e-02
8.900000000000000000e+01,7.198318768839137571e-02
9.000000000000000000e+01,7.198318768839137571e-02
9.100000000000000000e+01,7.198296157669482886e-02
9.200000000000000000e+01,7.198296157669482886e-02
9.300000000000000000e+01,7.198056149637829804e-02
9.400000000000000000e+01,7.198050896141056088e-02
9.500000000000000000e+01,7.198050796533299323e-02
9.600000000000000000e+01,7.197570780469988994e-02
9.700000000000000000e+01,7.197494587661602827e-02
9.800000000000000000e+01,7.197368999217801377e-02
9.900000000000000000e+01,7.196768979138665201e-02
1.000000000000000000e+02,7.196768979138665201e-02
1.010000000000000000e+02,7.196768979138665201e-02
1.020000000000000000e+02,7.196752879632319078e-02
1.030000000000000000e+02,7.196752879632317690e-02
1.040000000000000000e+02,7.196752879632317690e-02
1.050000000000000000e+02,7.196272863569008749e-02
1.060000000000000000e+02,7.196272863569008749e-02
1.070000000000000000e+02,7.196032855537354278e-02
1.080000000000000000e+02,7.195875589462523425e-02
1.090000000000000000e+02,7.187380574380432263e-02
1.100000000000000000e+02,7.186780554301297474e-02
1.110000000000000000e+02,7.186780554301297474e-02
1.120000000000000000e+02,7.154326850265826931e-02
1.130000000000000000e+02,7.153605080943804817e-02
1.140000000000000000e+02,7.153485076927978970e-02
1.150000000000000000e+02,7.153485076927978970e-02
1.160000000000000000e+02,7.153245068896324499e-02
